"","states","year","party","murder","attempt_to_murder","culpable_homicide","rape","kidnapping_abduction","dacoity","preparation_of_dacoity","crimes_against_SC","population"
"113","UTTARAKHAND",2013,"UPA",1.94726528830597,1.78911176235219,0.415153005628684,2.25368774484143,10.2009024240191,0.168038121325896,0.0691921676047807,13.7494721626071,101.16752
"114","UTTARAKHAND",2014,"UPA",2.15484179112031,1.69026580863107,0.375614624140238,2.66884075047011,6.83025540212906,0.187807312070119,0.00988459537211152,16.2799285778677,101.16752
"115","UTTARAKHAND",2015,"UPA",1.89784231144541,1.96703447905019,0.375614624140238,2.79734049030756,7.48263869668842,0.168038121325896,0.0296537861163346,18.2370784615458,101.16752
"116","UTTAR PRADESH",2009,"UPA",2.27175390630063,2.07484184516783,0.721008793817074,0.881344314332337,3.04787803529483,0.182882703087722,0.0295618615950016,2.57238300726675,1995.81477
"117","UTTAR PRADESH",2010,"UPA",2.20511445558648,2.00619820044723,0.701968950755886,0.783138808016738,3.16712757867806,0.168853345042636,0.0240503280772895,0.00801677602576315,1995.81477
"118","UTTAR PRADESH",2011,"UPA",2.48069113147209,2.33137867799225,0.728524521341227,1.02314104028802,4.25891226368667,0.189897382110265,0.0195408915627977,0.00150314550483059,1995.81477
"119","UTTAR PRADESH",2012,"UPA",2.48820685899624,2.41054434124666,0.706478387270378,0.983558208660817,4.44830859729533,0.161337617518483,0.0340712981094934,0.00450943651449177,1995.81477
"120","UTTAR PRADESH",2013,"UPA",2.52879178762666,2.63501406996803,0.63532950004173,1.5281979299111,5.60322539350683,0.298624906959677,0.0350733951127138,0.00250524250805099,1995.81477
"121","UTTAR PRADESH",2014,"UPA",2.58039978329251,2.61697632391006,0.707480484273598,1.73713515508255,6.19346052840365,0.147308259473398,0.0375786376207648,0.00300629100966118,1995.81477
"122","UTTAR PRADESH",2015,"UPA",2.37096150961945,2.45363451238513,0.670402895154444,1.51567171737085,6.01208097082075,0.138790434946025,0.028058716090171,0.00150314550483059,1995.81477
"123","WEST BENGAL",2009,"UPA",2.26387657817814,2.3197071901158,1.01918234733261,2.55726097032115,3.01047417310923,0.234269626561954,0.792575745938575,1.63550851440916,913.47736
"124","WEST BENGAL",2010,"UPA",2.62513347895125,2.31094944706676,0.689672265112296,2.52989302329288,3.66183131238195,0.315278749765621,0.752071184336742,1.90043024164277,913.47736
"125","WEST BENGAL",2011,"UPA",2.3087600113045,2.45435748949487,0.532032890229485,2.58681835311167,4.69086612064474,0.258353419946828,1.02794009038166,1.41328078453964,913.47736
"126","WEST BENGAL",2012,"UPA",2.46530466830618,3.12432483274681,0.571442733950188,2.23979278479327,5.60167139774542,0.305426288835445,0.9578781459893,0.0076630251679144,913.47736
"127","WEST BENGAL",2013,"UPA",2.47844128287974,3.8566910952232,0.454307920669211,1.84459962970511,5.00614487041036,0.225511883512909,1.20309495136256,0.0120418966924369,913.47736
"128","WEST BENGAL",2014,"UPA",2.4269895424666,7.93451520243479,0.374393515346675,1.6048564137375,6.68872625370814,0.152165785477157,1.23812592355874,0.0240837933848738,913.47736
"129","WEST BENGAL",2015,"UPA",2.2945286788498,10.8574119450536,0.359067465010846,1.31256673947562,6.69419984311379,0.178439014624292,1.55887826273001,0.0831985589659277,913.47736
